"id";"title";"slug";"acronym";"url";"organization";"organization_id";"owner";"owner_id";"description";"frequency";"license";"temporal_coverage.start";"temporal_coverage.end";"spatial.granularity";"spatial.zones";"featured";"created_at";"last_modified";"tags";"archived";"resources_count";"main_resources_count";"resources_formats";"downloads";"harvest.backend";"harvest.domain";"harvest.created_at";"harvest.modified_at";"harvest.remote_url";"quality_score";"metric.discussions";"metric.reuses";"metric.followers";"metric.views";"metric.resources_downloads"
"67b45e02e07cac63ac8316a9";"Tableau de synthèse n°2 relatif à la déclaration R-nano | Rapport 2024";"tableau-de-synthese-ndeg2-relatif-a-la-declaration-r-nano-rapport-2024-1";"R-nano";"https://www.data.gouv.fr/fr/datasets/tableau-de-synthese-ndeg2-relatif-a-la-declaration-r-nano-rapport-2024-1/";"Ministère de la Transition écologique";"534fff8da3a7292c64a77eee";"";"";"Ce document fait partie du **rapport R-nano 2024** portant sur **les activités relatives aux nanomatériaux déclarées au titre de l'année 2023.**

Le **rapport R-nano 2024** complet est disponible [ici.](https://www.ecologie.gouv.fr/politiques-publiques/nanomateriaux)

Le *tableau de synthèse n°2* présente par descripteur des utilisations la (ou les) famille(s) de substances, les CAS génériques et les noms génériques attribués à ces substances et la liste des noms déclarés correspondants. Ces usages sont listés par ordre alphabétique des descripteurs des utilisations.
";"annual";"Licence Ouverte / Open Licence version 2.0";"2022-12-31";"2023-12-30";"country";"France";False;"2025-02-18T10:16:34.485000";"2025-02-18T10:49:07.701000";"declaration,nano,nanotechnologie,produit-chimique,rapport,substances";False;1;1;"xlsx";15;"";"";"";"";"";"0.78";0;0;0;336;15
"67b45bf7a7230faf961fbe12";"Tableau de synthèse n°1 relatif à la déclaration R-nano | Rapport 2024";"tableau-de-synthese-ndeg1-relatif-a-la-declaration-r-nano-rapport-2024-1";"R-nano";"https://www.data.gouv.fr/fr/datasets/tableau-de-synthese-ndeg1-relatif-a-la-declaration-r-nano-rapport-2024-1/";"Ministère de la Transition écologique";"534fff8da3a7292c64a77eee";"";"";"Ce document fait partie du **rapport R-nano 2024** portant sur **les activités relatives aux nanomatériaux déclarées au titre de l'année 2023.**

Le **rapport R-nano 2024** complet est disponible [ici.](https://www.ecologie.gouv.fr/politiques-publiques/nanomateriaux)

Le tableau de synthèse n°1 est extrait des déclarations de nanomatériaux, réalisées sur le registre R-nano, en application de la règlementation en vigueur (L. 523-1, R. 523-12 et R-523-13 du code de l’environnement).
Ce tableau de données présente les noms chimiques déclarés, leurs usages ainsi que les quantités agrégées en bande de tonnage, en fonction des noms génériques attribués après traitement.
L’entrée dans ce tableau se fait par la colonne « Nom générique attribué ». Les noms déclarés, les quantités et les usages se rapportent au nom générique. Il n’y a pas d’association entre noms déclarés et usages, ainsi qu’entre noms déclarés et quantités.
";"annual";"Licence Ouverte / Open Licence version 2.0";"2022-12-31";"2023-12-30";"country";"France";False;"2025-02-18T10:07:51.660000";"2025-02-18T10:26:39.407000";"declaration,nano,nanotechnologie,produit-chimique,rapport,substances";False;1;1;"xlsx";25;"";"";"";"";"";"0.78";0;0;0;386;25
"678696dfc84aa624432ce778";"Production et traitement des déchets";"production-et-traitement-des-dechets";"";"https://www.data.gouv.fr/fr/datasets/production-et-traitement-des-dechets/";"Ministère de la Transition écologique";"534fff8da3a7292c64a77eee";"";"";"Ce jeu de données met à disposition les informations sur la production et le traitements des déchets rapportées à Eurostat, pour l'année 2020. Les tonnages de déchets (exprimés en tonne de poids humide normal, excepté pour les boues exprimées en tonne de matière sèche) sont répartis par source (plusieurs secteurs d'activité selon la classification NACE Rév. 2 , ainsi que les activités des ménages) ou par type de traitement final et par catégories de déchets selon la classification européenne des déchets à des fins statistiques.";"unknown";"Licence Ouverte / Open Licence";"";"";"other";"France";False;"2025-01-14T16:54:55.976000";"2025-01-17T14:17:13.674000";"dechet,economie-circulaire,environnement,hvd,observation-de-la-terre-et-environnement,polluant,transition-ecologique";False;5;0;"pdf";180;"";"";"";"";"";"0.56";0;0;0;866;177
"6761463d723f7ea3c93971d2";"Cartes stratégiques de bruit (CSB) et plans de prévention du bruit dans l’environnement (PPBE) autour des grands aéroports ";"cartes-strategiques-de-bruit-csb-et-plans-de-prevention-du-bruit-dans-lenvironnement-ppbe-autour-des-grands-aeroports";"CSB PPBE";"https://www.data.gouv.fr/fr/datasets/cartes-strategiques-de-bruit-csb-et-plans-de-prevention-du-bruit-dans-lenvironnement-ppbe-autour-des-grands-aeroports/";"Ministère de la Transition écologique";"534fff8da3a7292c64a77eee";"";"";"a directive européenne 2002/49/CE du 25 juin 2002 impose aux États d’élaborer des cartes stratégiques de bruit (CSB) et des plans de prévention du bruit dans l’environnement (PPBE), notamment autour des grands aéroports (plus de 50 000 mouvements d’aéronefs par an). Cela concerne aujourd’hui les 10 aéroports suivants : Bâle-Mulhouse, Bordeaux-Mérignac, Lyon-Saint-Exupéry, Marseille-Provence, Nantes-Atlantique, Nice-Côte d'Azur, Paris-Charles de Gaulle, Paris-Le Bourget, Paris-Orly et Toulouse-Blagnac.
";"quinquennial";"Licence Ouverte / Open Licence version 2.0";"";"";"poi";"France";False;"2024-12-17T09:37:01.169000";"2024-12-17T09:37:07.264000";"hdv,observation-de-la-terre-et-environnement,zone-de-bruit";False;1;1;"pdf";31;"";"";"";"";"";"0.78";0;0;0;396;31
"67604fef5542be2d9529c157";"Rapport des autorités françaises sur la mise en œuvre du règlement (UE) 2019/1021 concernant les polluants organiques persistants (POP)";"rapport-des-autorites-francaises-sur-la-mise-en-oeuvre-du-reglement-ue-2019-1021-concernant-les-polluants-organiques-persistants-pop";"";"https://www.data.gouv.fr/fr/datasets/rapport-des-autorites-francaises-sur-la-mise-en-oeuvre-du-reglement-ue-2019-1021-concernant-les-polluants-organiques-persistants-pop/";"Ministère de la Transition écologique";"534fff8da3a7292c64a77eee";"";"";"S'agissant du règlement (UE) 2019/1021 concernant les polluants organiques persistants (POP), l'article 13 impose aux États membres de faire un rapport sur la mise en œuvre dudit règlement, de le mettre à jour chaque année si de nouvelles données ou informations sont disponibles, ou au moins tous les trois ans quand tel n'est pas le cas. L'Agence européenne des produits chimiques (ECHA) est tenue de publier ces rapports et un rapport de synthèse au niveau de l'Union conformément aux articles 8 et 13.
C'est la DGPR  (BPC) qui a établi, pour la première fois ce rapport (dont le format est fixé par la Commission) depuis que le règlement 2019/1021 est entré en vigueur. Il a été établi en 2022 sur la base de données relatives aux années 2019 et 2020. Ces données sont notamment issues de données collectées dans le cadre des contrôles réalisés par les inspecteurs de l'environnement dans les DREAL, de données issues des base de données du Citepa, ou encore de la part des entreprises sur les stocks de POP qu'elles doivent notifier aux autorités.
Il s'agit notamment de données portant sur :
·       La fabrication, importation et mise sur le marché / et dérogation accordées
·        Les stocks de POP
·        Les émissions
·       Les contrôles
·       La surveillance des données dans IPCHEM


Les États membres et l’Union européenne sont tenus de mettre au point des plans expliquant la manière dont ils entendent mettre en œuvre les obligations qui leur incombent en vertu de la convention de Stockholm et de faire des efforts pour mettre ces plans en œuvre. Les plans nationaux de mise en œuvre font l’objet d’une révision et d’une mise à jour périodiques dans le but de rendre compte des amendements apportés à la convention. Les plans nationaux initiaux de mise en œuvre et leurs mises à jour successives sont publiés sur la page web de la convention de Stockholm.
Rapports sur le suivi de la mise en œuvre

Les États membres doivent établir un rapport contenant des informations sur le suivi de la mise en œuvre du règlement (UE) 2019/1021 du 20 juin 2019 concernant les polluants organiques persistants (règlement POP), tel que précisé à l’article 13, paragraphe 1, dudit règlement, et donner accès aux informations qu’il contient à la Commission et à l’ECHA.

Sur la base des informations soumises par les États membres, l’ECHA établit et publie un rapport de synthèse au niveau de l’Union.

Les États membres doivent mettre leurs rapports nationaux à jour chaque année si de nouvelles données ou informations sont disponibles, ou au moins tous les trois ans quand tel n’est pas le cas. L’ECHA met régulièrement à jour le rapport de synthèse au niveau de l’Union de façon à y incorporer les informations nouvelles reçues des États membres ou après réception d’une demande de la Commission.
Que trouve-t-on dans les rapports?

    Des informations sur la fabrication, la mise sur le marché et l’utilisation de certaines substances et stocks POP;
    des informations relatives à la mise en application du règlement POP, y compris concernant les activités de contrôle de l’application, les infractions et les sanctions;
    des informations sur les rejets dans l’environnement de POP dont la production n’est pas intentionnelle;
    des informations sur les dérogations accordées par les États membres pour le traitement des déchets POP [article 7, paragraphe 4, sous b), point iv)];
    des informations sur la mise en œuvre du règlement POP conformément aux plans nationaux de mise en œuvre.
";"triennial";"Open Data Commons Open Database License (ODbL)";"";"";"country";"France";False;"2024-12-16T16:06:07.262000";"2024-12-16T17:12:24.127000";"hdv,observation-de-la-terre-et-environnement,pop";False;1;1;"pdf";40;"";"";"";"";"";"0.67";0;0;0;453;39
"6759d0a84451a04fed08d85b";"Plafonds de loyer du dispositif Loc’Avantages";"plafonds-de-loyer-du-dispositif-locavantages";"";"https://www.data.gouv.fr/fr/datasets/plafonds-de-loyer-du-dispositif-locavantages/";"Ministère de la Transition écologique";"534fff8da3a7292c64a77eee";"";"";"Le dispositif Loc’Avantages, créé en 2022, est une réduction d’impôt bénéficiant aux bailleurs privés qui s’engagent à travers une convention passée avec l’Anah à louer leur logement sous des plafonds de loyer à des locataires dont les revenus ne dépassent pas des plafonds de ressources.
Le décret n° 2022-465 du 31 mars 2022 codifié à l’article 2 terdecies H de l’annexe III au Code général des impôts définit la méthode de fixation des plafonds de loyer et leur modalité de révision.


**Présentation des données**

Les plafonds de loyer hors charges par mètre carré sont définis annuellement au 1er janvier de chaque année. Ils sont fixés à l’échelle de la commune ou de l’arrondissement pour chaque commune de France métropolitaine et des départements et régions d’outre-mer à l’exception de Mayotte où ils sont fixés au niveau du département. A Paris, Lyon et Marseille, ils sont fixés à l’échelle de l’arrondissement.

Pour 2022 et les années paires ultérieures, les plafonds de loyer sont calculés à partir d’une estimation du loyer de marché dans le parc locatif privé de la commune ou l’arrondissement, à laquelle est appliquée un taux de décote (-15%, -30%, -45%) selon le segment considéré (Loc1, Loc2, Loc3). 
Dans les communes couvertes par un Observatoire Local des Loyers (OLL), les estimations du loyer de marché sont calculées à partir des données publiées par ce réseau. Pour les communes non couvertes, les estimations sont réalisées à partir de la carte des loyers des appartements publiée sur le site du ministère de la transition écologique et de la cohésion des territoires et réalisée par l’Agence Nationale pour l’Information sur le Logement (Anil), à laquelle est retranché un forfait de charges de 1,3 €/m2.
A Mayotte, en l’absence de données d’observation sur les loyers, le plafond de loyer de la location intermédiaire (Loc1) est celui du Pinel dans les DROM ; ce plafond s’applique dans toutes les communes du département. Les plafonds de loyer sociaux et très sociaux (Loc2 et Loc3) sont calculés à partir d’une décote du plafond de loyer Loc1.

Pour 2023 et les années impaires ultérieures, les plafonds de loyer sont définis en révisant les plafonds des loyers en vigueur l’année précédente par la variation de l’Indice de Référence des Loyers (IRL) publié par l’Insee du deuxième trimestre de l’année précédente.


**Calcul du plafond de loyer en euros mensuels**

Le plafond de loyer en euros mensuels que le bailleur se doit de respecter à la location du logement est égal au produit du plafond de loyer en euros par m², du coefficient de structure et de la surface fiscale du logement :
-Le coefficient de structure est appliqué au plafond de loyer pour prendre en compte le fait que les loyers par mètre carré sont significativement plus élevés pour les petits logements que pour les grands. Ainsi, les valeurs de référence par commune sont multipliées par ce coefficient égal à 0,7+ 19/S, où S est la surface fiscale du logement. Ce coefficient est plafonné à 1,2 et est arrondi à la deuxième décimale.
-La surface fiscale est égale à la surface habitable augmentée de la moitié de la surface des annexes. La majoration ne peut excéder 8 m².

Les plafonds de ressources sont publiés annuellement au bulletin officiel des finances publiques (BOFiP).

Un simulateur est disponible au lien suivant : [lien](https://www.service-public.fr/particuliers/vosdroits/R61610)  
Pour plus d’informations sur le dispositif Loc’Avantages : [lien ](https://www.economie.gouv.fr/particuliers/locavantages-reduction-impot-location)
";"punctual";"Licence Ouverte / Open Licence version 2.0";"";"";"fr:commune";"France";True;"2024-12-11T17:49:28.904000";"2025-02-19T10:18:32.474000";"locavantages,plafond-de-loyer";False;8;4;"pdf,csv";307;"";"";"";"";"";"0.89";0;0;0;1013;307
"67586b9df2f3aa28fdff8f01";"Rupture d’une digue d’un bassin de lagunage de la sucrerie Tereos le 9 avril 2020 à Thun-Saint-Martin (59) et pollution de l’Escaut";"rupture-dune-digue-dun-bassin-de-lagunage-de-la-sucrerie-tereos-le-9-avril-2020-a-thun-saint-martin-59-et-pollution-de-lescaut-1";"";"https://www.data.gouv.fr/fr/datasets/rupture-dune-digue-dun-bassin-de-lagunage-de-la-sucrerie-tereos-le-9-avril-2020-a-thun-saint-martin-59-et-pollution-de-lescaut-1/";"Ministère de la Transition écologique";"534fff8da3a7292c64a77eee";"";"";"L’accident qui s’est produit la nuit du 9 au 10 avril 2020 à Thun-Saint-Martin (59) provoquant la rupture de la digue du bassin ""Iwuy canal"" de la sucrerie Tereos, se distingue par l’ampleur de la pollution qu’il a générée. Environ 90 000 m3 d’eaux polluées s’est alors déversé dans le milieu environnant et a rejoint l’Escaut jusqu’en Belgique. La mission a eu pour objet de réaliser une analyse détaillée de cet accident afin d’en dégager un retour d’expérience portant sur la situation de l’exploitant au regard de ses obligations réglementaires, sur la coordination des services compétents pendant et après l’accident, et sur les modalités d’alerte des autorités belges. La mission estime que les outils permettant d’anticiper les impacts des pollutions organiques sur le milieu aquatique pourraient être développés et validés, et l’encadrement réglementaire des études de dangers mieux précisé pour ce type de pollution. Ces travaux pourraient permettre de mieux anticiper et donc gérer les pollutions organiques affectant gravement les eaux superficielles ou souterraines.";"unknown";"Licence Ouverte / Open Licence version 2.0";"2020-12-01";"2020-12-02";"country-group";"";False;"2024-12-10T16:26:05.261000";"2024-12-10T16:30:42.101000";"environnement,hvd,legislation-horizontale,nord,observation-de-la-terre-et-environnement,pollution,pollution-de-leau,pollution-industrielle";False;1;1;"pdf";20;"";"";"";"";"";"0.67";0;0;0;407;20
"6751be987c09f4be821c6934";"""Carte des loyers"" - Indicateurs de loyers d'annonce par commune en 2024";"carte-des-loyers-indicateurs-de-loyers-dannonce-par-commune-en-2024";"";"https://www.data.gouv.fr/fr/datasets/carte-des-loyers-indicateurs-de-loyers-dannonce-par-commune-en-2024/";"Ministère de la Transition écologique";"534fff8da3a7292c64a77eee";"";"";"**Contexte du projet**

La connaissance du niveau des loyers est importante pour garantir le bon fonctionnement du marché locatif et la conduite des politiques nationales et locales de l’habitat. La Direction Générale de l’Aménagement, du Logement et de la Nature (DGALN) a lancé en 2018 le projet de « carte des loyers » en s’associant d’une part à une équipe de recherche en économie d’Agrosup Dijon et de l’Institut national de la recherche en agronomique (INRAE), et d’autre part à SeLoger et leboncoin. En 2020, le projet a été repris par l’Agence Nationale pour l’Information sur le Logement (ANIL), qui a publié, en 2022, en 2023 et en 2024, de nouvelles versions de la carte.
Ce partenariat innovant a permis de reconstituer une base de données avec 9,9 millions d’annonces locatives. A partir de ces données, l’équipe de recherche et l’ANIL ont développé une méthodologie d’estimation d’indicateurs, à l’échelle communale, du loyer (charges comprises) par m² pour les appartements et maisons.
Ces indicateurs expérimentaux sont mis en ligne afin d’être utilisables par tous : services de l’Etat, collectivités territoriales, professionnels de l’immobiliers, particuliers bailleurs et locataires. A partir de 2022, les cartes sont actualisées et publiées tous les ans par l’ANIL.
Ce projet fournit une information complémentaire à celle offerte par les Observatoires Locaux des Loyers (OLL), déployés depuis 2013 et renforcés depuis 2018 par la loi Elan. Aujourd’hui, ce réseau associatif d’une trentaine d’OLL publie chaque année des informations précises sur les loyers pratiqués dans une soixantaine d’agglomérations françaises.

**Présentation du jeu de données**

Les données diffusées sont des indicateurs de loyers d’annonces, à l’échelle de la commune. Le champ couvert est la France entière, hors Mayotte. La géographie des communes est celle en vigueur au 1er janvier 2024.
Les indicateurs de loyers sont calculés grâce à l’utilisation des données d’annonces parues sur les plateformes de leboncoin et du Groupe SeLoger sur la période 2018 - 2024.
Les indicateurs de loyers sont fournis charges comprises pour des biens types loués vides et mis en location au 3ème trimestre 2024 avec les caractéristiques de référence suivantes :

- Pour un appartement (toutes typologies confondues) : surface de 52 m² et surface moyenne par pièce de 22,2 m²
- Pour appartement type T1-T2 : surface de 37 m² et surface moyenne par pièce de 22,9 m²
- Pour appartement type T3 et plus : surface de 72 m² et surface moyenne par pièce de 21,2 m²
- Pour une maison : surface de 92 m² et surface moyenne par pièce de 22,4 m²

**Conditions d’utilisation des données**

Ces indicateurs sont utilisables librement, sous réserve de mentionner la source sous la forme suivante : « Estimations ANIL, à partir des données du Groupe SeLoger et de leboncoin ».

**Précautions d’emploi**

Les indicateurs de loyers sont calculés charges comprises, sur des données d’annonces non meublées. Les données ont été dédoublonnées mais sans pouvoir s’appuyer sur des photos et des caractéristiques très discriminantes. La méthode de maillage implique, pour les communes n’ayant aucun logement mis en location via une annonce sur au moins une des deux plateformes sur la période considérée, que l’indicateur de loyer est celui estimé pour une maille plus grande comprenant des communes voisines présentant des caractéristiques similaires.

Les utilisateurs sont invités à considérer avec prudence les indicateurs de loyer dans les communes où le coefficient de détermination (R2) est inférieur à 0,5, le nombre d’observations dans la commune est inférieur à 30 ou l’intervalle de prédiction est très large.
Par ailleurs, par rapport à la version précédente des indicateurs publiée en 2022 ou 2023, cette carte ne permet de comparer les loyers que dans les cas où les indicateurs sont calculés au niveau communal tout au long de la période étudiée.";"punctual";"License Not Specified";"";"";"fr:commune";"France";False;"2024-12-05T14:54:16.741000";"2024-12-23T09:21:10.228000";"immobilier,logement,loyer";False;7;4;"pdf,csv";1296;"";"";"";"";"";"0.89";0;0;3;3176;1296
"6744a40e788b9e91ec73652f";"Bonnes pratiques pour la mise en œuvre d'une IA frugale ";"bonnes-pratiques-pour-la-mise-en-oeuvre-dune-ia-frugale";"";"https://www.data.gouv.fr/fr/datasets/bonnes-pratiques-pour-la-mise-en-oeuvre-dune-ia-frugale/";"Ministère de la Transition écologique";"534fff8da3a7292c64a77eee";"";"";"**Contexte :**&#x20;

\
 Constatant l'absence de méthodologie d'évaluation globale des systèmes d'IA, l'Ecolab du Commissariat Général au Développement Durable (Ministère de la Transition écologique et de la cohésion des territoires) a lancé en janvier 2024 un groupe de travail sur l'impact environnemental de l'IA, en partenariat avec l'AFNOR et dans le cadre de la Stratégie Nationale pour l'IA. Le référentiel général pour l'IA frugale est le résultat de 6 mois de travail avec 150 contributeurs, issus des entreprises, de la recherche, des associations et des administrations. Ce référentiel constitue une première au niveau international pour offrir à tous les acteurs des services numériques un référentiel, d'application volontaire, accessible et compréhensible par tous. \
\
 Disponible sur la boutique AFNOR (<https://www.boutique.afnor.org/fr-fr/norme/afnor-spec-2314/referentiel-general-pour-lia-frugale-mesurer-et-reduire-limpact-environneme/fa208976/421140>), ce référentiel se structure en trois parties :\
\- Un guide des définitions précises des notions connexes à l'IA et à la frugalité ;\
\- Une méthodologie de d'évaluation au travers d'indicateurs environnementaux ;\
\- Des bonnes pratiques opérationnelles permettant aux organisations intéressées par des projets d'IA frugale de les adopter dans les meilleures conditions.

**Description :**

Ce jeu de donnée met à disposition les bonnes pratiques élaborées dans le référentiel général pour l'IA frugale. Elles sont au nombre de 31 et se catégorisent selon différents facteurs. : \
 -        Le gain de frugalité qu'elles génèrent en étant mises en œuvre (faible, modéré, élevé) \
 -        L'intensité de l'effort nécessaire pour les mettre en œuvre (faible, modéré, élevé) \
 -        L'étape du cycle de vie de l'IA sur lequel elles interviennent (transverse, initialisation, conception et développement, vérification et validation, déploiement, exploitation et suivi, validation continue, réévaluation, mise hors service). \
 -        L'élément qu'elles concernent : service, données, infrastructures. \
 Pour chaque bonne pratique, vous y trouverez son numéro au sein du référentiel général pour l'IA frugale, son titre et son thème. Une description est présente ainsi qu'une mise en œuvre détaillée. Il y est également mentionné la source de la bonne pratique. Il peut s'agir de témoignage ou de bibliographie.

Vous trouverez au sein du référentiel général plus de détails sur l'élaboration de ces bonnes pratiques : <https://www.boutique.afnor.org/fr-fr/norme/afnor-spec-2314/referentiel-general-pour-lia-frugale-mesurer-et-reduire-limpact-environneme/fa208976/421140>\
 Le CSV est codé en UTF-8, avec les données séparées par des points-virgules

**L'objectif :**

\
 Aisément compréhensibles et flexibles elles permettent d'être saisies individuellement en fonction des priorités de chaque organisation. C'est pourquoi il est possible de les choisir en fonction de leurs gains de frugalité ou de leurs efforts de mise en œuvre.

Licence CC-By 4.0 Attribution : AFNOR

";"unknown";"Creative Commons Attribution";"2024-06-01";"2099-12-31";"country";"France";False;"2024-11-25T16:21:34.275000";"2024-11-25T16:41:00.099000";"afnor,ecolab,ia,ia-frugale";False;1;1;"csv";50;"";"";"";"";"";"0.78";0;0;0;916;49
"6719f7bb230a577d4fc8b62d";"Part des véhicules à faibles émissions dans le renouvellement d'un parc (organisation Ministère de la Transition écologique)";"part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-organisation-ministere-de-la-transition-ecologique-2";"";"https://www.data.gouv.fr/fr/datasets/part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-organisation-ministere-de-la-transition-ecologique-2/";"Ministère de la Transition écologique";"534fff8da3a7292c64a77eee";"";"";"Ce jeu de données répond au spécifications du schéma ""Part des véhicules à faibles émissions dans le renouvellement d'un parc"" disponible sur le site [schema.data.gouv.fr](https://schema.data.gouv.fr/etalab/schema-vehicules-faibles-emissions-renouvellement-parc)";"annual";"License Not Specified";"2023-01-01";"2023-12-31";"other";"France";False;"2024-10-24T07:31:07.567000";"2024-12-27T09:53:28.440000";"part-de-vfe-dans-le-renouvellement-du-parc-automobile-du-mte-et-de-ses-ep,part-des-vehicules-a-faibles-emissions,part-des-vfe-dans-le-renouvellement-du-parc";False;1;1;"csv";177;"";"";"";"";"";"0.89";0;0;0;440;157
